"timestamp","x_acc","y_acc","z_acc","x_gravity","y_gravity","z_gravity","x_rotation","y_rotation","z_rotation","x_orientation","y_orientation","z_orientation","deprecated_1","deprecated_2","ambient_light","proximity","keyboard_button_pressed"
"2020-May-06 01:06:05","0.0013917982578277588","0.001240551471710205","-0.00086212158203125","-0.0005994872190058231","0.0030389162711799145","-1.0006736516952515","-0.001939265988767147","0.004657726734876633","0.0004578828811645508","-157.2728729248047","0.13376735150814056","-0.07023225724697113","0.0","0.0","0.0","5.0","0.0"
